,file,num_iter,run_time_iter,opt_thres,opt_dist,opt_I,run_time_iter_cumsum,max_opt_I
53,time1672315665,5,"[111.8763, 113.7237, 116.3421, 114.5785, 114.6398]","[array([-8.  , -2.96, -0.72,  0.88,  2.96,  8.  ]), array([-8.  , -2.8 , -1.12,  1.12,  2.8 ,  8.  ]), array([-8.  , -2.64, -1.28,  1.36,  2.64,  8.  ]), array([-8.  , -2.48, -1.52,  1.52,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.29501738, 0.11445642, 0.17915795, 0.11216474, 0.29920351]), array([0.32049321, 0.05341233, 0.25218891, 0.05341233, 0.32049321]), array([0.33978687, 0.00822637, 0.30556763, 0.0030412 , 0.34337793]), array([3.43289270e-01, 4.12464137e-09, 3.13421452e-01, 4.12464133e-09,
       3.43289269e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3735215119882975, 1.405497460927044, 1.423265690316696, 1.434242308842265, 1.434335021342342]",[111.8763 225.6    341.9421 456.5206 571.1604],1.434335021342342
54,time1672270939,5,"[122.1683, 122.7224, 120.4488, 123.6259, 123.1981]","[array([-8.  , -2.88, -0.96,  1.04,  2.88,  8.  ]), array([-8.  , -2.72, -1.28,  1.2 ,  2.64,  8.  ]), array([-8.  , -2.56, -1.44,  1.44,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.30869271, 0.07979833, 0.22275388, 0.07742364, 0.31133145]), array([0.33386515, 0.02287477, 0.2879392 , 0.02044602, 0.33487486]), array([3.43374455e-01, 1.92451165e-08, 3.12745486e-01, 1.40643234e-08,
       3.43880027e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3937574100468901, 1.4175668055938302, 1.432311241634466, 1.434335021342342, 1.434335021342342]",[122.1683 244.8907 365.3395 488.9654 612.1635],1.434335021342342
55,time1672309488,5,"[111.4041, 113.112, 111.6834, 112.3778, 113.4636]","[array([-8.  , -3.12, -1.36,  0.  ,  1.52,  8.  ]), array([-8.  , -3.12, -1.92, -0.72,  1.92,  8.  ]), array([-8.  , -2.64, -1.36,  1.44,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.11430109e-01, 8.97573156e-02, 2.39180614e-01, 6.51849967e-09,
       3.59631955e-01]), array([3.20884420e-01, 5.94256614e-02, 2.76807937e-01, 4.15265009e-10,
       3.42881981e-01]), array([3.43046109e-01, 3.46565062e-07, 3.11838125e-01, 5.01973215e-09,
       3.45115414e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.378397760822618, 1.4174061486774305, 1.4295982609868298, 1.434335021342342, 1.434335021342342]",[111.4041 224.5161 336.1995 448.5773 562.0409],1.434335021342342
56,time1672287957,5,"[111.1127, 110.6783, 112.9928, 109.8868, 111.7292]","[array([-8.  , -1.44,  0.48,  2.64,  3.76,  8.  ]), array([-8.  , -1.92,  0.72,  1.92,  3.12,  8.  ]), array([-8.  , -2.4 , -1.44,  1.36,  2.64,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.65659701e-01, 3.84069507e-09, 2.16245544e-01, 1.16307056e-01,
       3.01787696e-01]), array([3.42885555e-01, 3.15623658e-09, 2.76818914e-01, 5.94032185e-02,
       3.20892310e-01]), array([3.45115424e-01, 5.13966772e-09, 3.11838116e-01, 3.54017808e-07,
       3.43046102e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3562199632432832, 1.4174061451692626, 1.4295982609148785, 1.434335021342342, 1.434335021342342]",[111.1127 221.791  334.7838 444.6706 556.3998],1.434335021342342
57,time1672308566,4,"[114.8876, 114.9365, 116.9146, 115.6644]","[array([-8.  , -2.8 , -1.12,  1.2 ,  2.64,  8.  ]), array([-8.  , -2.64, -1.36,  1.36,  2.56,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.32178244, 0.04557628, 0.27035821, 0.02912742, 0.33315565]), array([3.43713855e-01, 5.45680113e-06, 3.11935750e-01, 6.33803554e-08,
       3.44344875e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4109935751043419, 1.426992837629926, 1.434335021342342, 1.434335021342342]",[114.8876 229.8241 346.7387 462.4031],1.434335021342342
58,time1672282693,5,"[116.3214, 114.4088, 118.3055, 116.876, 117.2676]","[array([-8.  , -3.12, -1.68, -0.24,  1.2 ,  8.  ]), array([-8.  , -3.12, -1.92, -0.72,  1.92,  8.  ]), array([-8.  , -2.64, -1.36,  1.44,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.20492220e-01, 9.94996881e-02, 2.16877681e-01, 1.84357592e-09,
       3.63130408e-01]), array([3.20884420e-01, 5.94256614e-02, 2.76807937e-01, 4.15265009e-10,
       3.42881981e-01]), array([3.43046109e-01, 3.46565062e-07, 3.11838125e-01, 5.01973215e-09,
       3.45115414e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3475947676435256, 1.4174061486774305, 1.4295982609868298, 1.434335021342342, 1.434335021342342]",[116.3214 230.7302 349.0357 465.9117 583.1793],1.434335021342342
59,time1672305495,4,"[114.4519, 114.0951, 112.8905, 115.462]","[array([-8.  , -3.2 , -1.84, -0.48,  2.16,  8.  ]), array([-8.  , -2.64, -1.36,  1.44,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.21547437e-01, 5.70026535e-02, 2.84650683e-01, 1.46584237e-09,
       3.36799225e-01]), array([3.43046109e-01, 3.46565062e-07, 3.11838125e-01, 5.01973215e-09,
       3.45115414e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4127995370264559, 1.4295982609868298, 1.434335021342342, 1.434335021342342]",[114.4519 228.547  341.4375 456.8995],1.434335021342342
60,time1672298906,5,"[117.6202, 117.3616, 118.5125, 123.9395, 123.4123]","[array([-8.  , -2.64, -0.72,  1.12,  3.04,  8.  ]), array([-8.  , -2.64, -1.28,  1.2 ,  2.72,  8.  ]), array([-8.  , -2.48, -1.44,  1.44,  2.56,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.31671442, 0.06392404, 0.22736473, 0.08443091, 0.3075659 ]), array([0.33808477, 0.01629877, 0.28769162, 0.02741795, 0.33050689]), array([3.43877981e-01, 1.33580607e-08, 3.12748556e-01, 1.81297050e-08,
       3.43373431e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.390173634232876, 1.4173196470506786, 1.4323112418105546, 1.434335021342342, 1.434335021342342]",[117.6202 234.9818 353.4943 477.4338 600.8461],1.434335021342342
61,time1672312563,5,"[113.8108, 113.7386, 114.5252, 114.8336, 113.5018]","[array([-8.  , -2.72, -0.88,  1.12,  2.96,  8.  ]), array([-8.  , -2.64, -1.28,  1.28,  2.72,  8.  ]), array([-8.  , -2.48, -1.44,  1.44,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.31536855, 0.06587274, 0.23203637, 0.0753632 , 0.31135914]), array([0.33885265, 0.01313061, 0.2935771 , 0.01981025, 0.33462938]), array([3.43662562e-01, 1.17886839e-09, 3.12674874e-01, 1.17886863e-09,
       3.43662561e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3959205911790002, 1.4194555862341809, 1.433204593421094, 1.434335021342342, 1.434335021342342]",[113.8108 227.5494 342.0746 456.9082 570.41  ],1.434335021342342
62,time1672316806,6,"[112.7486, 112.42, 113.6592, 113.7393, 112.4802, 113.6237]","[array([-8.  , -3.2 , -0.72,  0.88,  2.88,  8.  ]), array([-8.  , -2.8 , -1.04,  1.12,  2.8 ,  8.  ]), array([-8.  , -2.64, -1.28,  1.28,  2.64,  8.  ]), array([-8.  , -2.48, -1.44,  1.44,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.28412234, 0.13146525, 0.16728506, 0.11383823, 0.30328912]), array([0.31694565, 0.05986936, 0.24648743, 0.05695028, 0.31974728]), array([0.3390526 , 0.01119382, 0.2995067 , 0.01119283, 0.33905404]), array([3.43662562e-01, 1.17886839e-09, 3.12674874e-01, 1.17886863e-09,
       3.43662561e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3642091086450976, 1.4031809164807365, 1.4213965585764305, 1.433204593421094, 1.434335021342342, 1.434335021342342]",[112.7486 225.1686 338.8278 452.5671 565.0473 678.671 ],1.434335021342342
63,time1672314619,4,"[115.5593, 114.9788, 116.6903, 117.2606]","[array([-8.  , -2.  ,  0.56,  2.32,  3.52,  8.  ]), array([-8.  , -2.4 , -1.44,  1.36,  2.72,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.44101442e-01, 3.03363743e-09, 2.73571271e-01, 6.86663762e-02,
       3.13660908e-01]), array([3.45775372e-01, 1.52385145e-08, 3.08126695e-01, 6.38598951e-03,
       3.39711929e-01]), array([3.43675227e-01, 1.53366035e-09, 3.13030313e-01, 2.04662659e-09,
       3.43294457e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4065496231913164, 1.4275698983292426, 1.4342883645355644, 1.434335021342342]",[115.5593 230.5381 347.2284 464.489 ],1.434335021342342
64,time1672277826,6,"[119.8799, 121.9793, 120.3826, 120.6377, 121.8668, 119.9075]","[array([-8.  , -3.12, -0.64,  0.96,  2.96,  8.  ]), array([-8.  , -2.8 , -1.04,  1.12,  2.8 ,  8.  ]), array([-8.  , -2.64, -1.28,  1.28,  2.64,  8.  ]), array([-8.  , -2.48, -1.44,  1.44,  2.48,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.2852189 , 0.13034695, 0.16550638, 0.11747609, 0.30145167]), array([0.31694565, 0.05986936, 0.24648743, 0.05695028, 0.31974728]), array([0.3390526 , 0.01119382, 0.2995067 , 0.01119283, 0.33905404]), array([3.43662562e-01, 1.17886839e-09, 3.12674874e-01, 1.17886863e-09,
       3.43662561e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3649856073161488, 1.4031809164807365, 1.4213965585764305, 1.433204593421094, 1.434335021342342, 1.434335021342342]",[119.8799 241.8592 362.2418 482.8795 604.7463 724.6538],1.434335021342342
65,time1672273395,3,"[122.2465, 122.0237, 122.3421]","[array([-8.  , -3.2 , -2.  ,  0.32,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.44900156e-01, 3.42795018e-07, 3.18372581e-01, 1.25837749e-08,
       3.36726908e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4005464593445194, 1.434335021342342, 1.434335021342342]",[122.2465 244.2702 366.6123],1.434335021342342
66,time1672318063,4,"[114.4021, 112.5475, 114.8257, 114.6257]","[array([-8.  , -2.48, -1.04,  1.12,  2.96,  8.  ]), array([-8.  , -2.48, -1.36,  1.36,  2.64,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.33769646, 0.02334992, 0.26457995, 0.06022952, 0.31414416]), array([3.44671730e-01, 2.30457896e-08, 3.11920328e-01, 2.28447030e-06,
       3.43405634e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4050481519544769, 1.4282339658977634, 1.434335021342342, 1.434335021342342]",[114.4021 226.9496 341.7753 456.401 ],1.434335021342342
67,time1672283745,4,"[120.5697, 120.5139, 120.9372, 117.6327]","[array([-8.  , -3.28, -1.6 , -0.4 ,  2.16,  8.  ]), array([-8.  , -2.72, -1.36,  1.44,  2.4 ,  8.  ]), array([-8.  , -2.48, -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([3.16673602e-01, 6.60229977e-02, 2.78030645e-01, 1.77003148e-09,
       3.39272754e-01]), array([3.39719932e-01, 6.37248695e-03, 3.08129066e-01, 2.39559517e-09,
       3.45778512e-01]), array([3.43294395e-01, 3.28682088e-09, 3.13030316e-01, 2.47050876e-09,
       3.43675283e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.4061209457690886, 1.427569901469377, 1.4342883641040007, 1.434335021342342]",[120.5697 241.0836 362.0208 479.6535],1.434335021342342
68,time1672307090,5,"[116.5445, 114.9909, 117.0868, 114.1193, 117.1512]","[array([-8.  , -3.2 , -0.88,  0.72,  2.8 ,  8.  ]), array([-8.  , -2.8 , -1.12,  1.12,  2.72,  8.  ]), array([-8.  , -2.64, -1.36,  1.28,  2.56,  8.  ]), array([-8.  , -2.48, -1.52,  1.52,  2.4 ,  8.  ]), array([-8.  , -2.4 , -1.52,  1.52,  2.4 ,  8.  ])]","[array([0.28978221, 0.12289595, 0.17824475, 0.10494567, 0.30413142]), array([0.32073129, 0.05109889, 0.25835999, 0.04505084, 0.32475899]), array([3.43529171e-01, 1.30691169e-03, 3.11063425e-01, 3.38881776e-07,
       3.44100153e-01]), array([3.43294395e-01, 3.28682088e-09, 3.13030316e-01, 2.47050876e-09,
       3.43675283e-01]), array([3.43677099e-01, 6.11445349e-09, 3.12645791e-01, 6.11445361e-09,
       3.43677098e-01])]","[1.3686686358230322, 1.4074820609244196, 1.4252265991518644, 1.4342883641040007, 1.434335021342342]",[116.5445 231.5354 348.6222 462.7415 579.8927],1.434335021342342
